"STATION","NAME","DATE","PRCP","SNOW","TAVG"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2004-01","4.24","0.0","47.2"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2004-02","6.50","0.0","46.5"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2004-03","1.23","0.0","60.4"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2004-04","2.89","0.0","63.0"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2004-05","9.25","0.0","72.8"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2004-06","5.97","0.0","77.9"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2004-07","5.44","0.0","80.5"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2004-08","7.70","0.0","77.5"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2004-09","1.41","0.0","76.0"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2004-10","4.81","0.0","72.1"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2004-11","8.15","0.0","58.9"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2004-12","5.23","0.0","46.6"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2005-01","3.72","0.0","51.0"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2005-02","4.91","0.0","52.1"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2005-03","7.69","0.0","55.0"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2005-04","7.33","0.0","63.0"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2005-05","3.22","0.0","70.4"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2005-06","1.66","0.0","78.8"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2005-07","4.60","0.0","82.6"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2005-08","7.73","0.0","82.9"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2005-09","3.14","0.0","78.3"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2005-10","0.00","0.0","64.9"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2005-11","3.16","0.0","57.3"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2005-12","4.89","0.0","45.1"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2006-01","6.66","0.0","52.4"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2006-02","7.10","0.0","47.7"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2006-03","4.76","0.0","58.0"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2006-04","2.55","0.0","68.8"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2006-05","3.01","0.0","72.8"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2006-06","2.54","0.0","79.8"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2006-07","5.33","0.0","82.5"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2006-08","1.49","0.0","84.0"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2006-09","2.19","0.0","74.8"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2006-10","8.01","0.0","65.2"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2006-11","2.04","0.0","54.0"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2006-12","5.55","0.0","50.4"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2007-01","5.54","0.0","47.3"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2007-02","2.52","0.0","48.0"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2007-03","0.90","0.0","61.7"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2007-04","2.42","0.0","62.0"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2007-05","2.02","0.0","73.2"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2007-06","1.39","0.0","81.2"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2007-07","7.35","0.0","79.9"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2007-08","1.31","0.0","85.3"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2007-09","4.22","0.0","78.1"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2007-10","1.84","0.0","67.7"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2007-11","1.74","0.0","57.1"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2007-12","3.57","0.0","53.7"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2008-01","3.91","0.5","45.1"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2008-02","7.03","0.0","52.3"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2008-03","2.20","0.2","58.5"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2008-04","4.78","0.0","64.6"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2008-05","5.95","0.0","72.7"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2008-06","2.78","0.0","80.6"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2008-07","1.82","0.0","83.0"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2008-08","11.52","0.0","79.4"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2008-09","4.89","0.0","75.2"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2008-10","2.04","0.0","63.9"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2008-11","3.80","0.0","53.2"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2008-12","8.91","0.9","50.1"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2009-01","3.50","0.0","47.4"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2009-02","3.08","0.0","52.3"
