state,date,monthly_num_plants,yearly_num_plants,total_facility_age,total_weighted_facility_age
LA,2010-03,27,27,3363,648624319.65
MA,2010-03,25,29,3336,313674934.92
MD,2010-03,11,14,1686,339417850.17
ME,2010-03,6,6,735,48396814.86
MI,2010-03,39,35,5001,897581466.0
MN,2010-03,20,23,2373,403202177.96999997
MO,2010-03,29,30,3825,1105569107.73
MS,2010-03,16,20,1986,278494299.99
MT,2010-03,5,6,603,283306705.79999995
NC,2010-03,26,30,2853,694855842.0899999
ND,2010-03,7,7,1113,413712803.88
NE,2010-03,11,12,1635,355898645.84999996
NH,2010-03,5,5,708,82081283.76
NJ,2010-03,30,37,3954,193520744.07
NM,2010-03,14,15,1659,337589025.39
NV,2010-03,12,12,1284,224686873.68
NY,2010-03,73,69,9156,514217921.34
OH,2010-03,32,35,4806,1881141294.18
OK,2010-03,21,22,2916,611403654.5699999
OR,2010-03,6,7,711,227825580.99
PA,2010-03,65,64,8796,1650772659.93
RI,2010-03,6,6,780,52246463.67
SC,2010-03,20,22,2793,507630715.2
SD,2010-03,3,4,300,51467881.26
TN,2010-03,9,10,1398,651220260.27
TX,2010-03,115,112,13980,2808793493.94
UT,2010-03,11,11,1281,508368212.96999997
VA,2010-03,25,32,2706,424114465.17
VT,2010-03,2,3,174,3953733.75
WA,2010-03,10,9,771,231564074.58
WI,2010-03,33,28,4368,613156887.93
WV,2010-03,17,17,2598,1156158674.31
WY,2010-03,8,10,1113,637127137.86
AL,2010-04,26,26,3170,1060972546.96
AR,2010-04,9,14,966,401003163.14
AZ,2010-04,24,20,2961,709365432.53
CA,2010-04,87,89,8187,568108430.65
CO,2010-04,26,23,3203,499627414.77
CT,2010-04,16,19,2083,58929811.15
DC,2010-04,1,0,109,0.0
DE,2010-04,6,6,852,28745815.470000003
FL,2010-04,64,67,8146,1607572383.02
GA,2010-04,32,31,4082,1172370851.1
IA,2010-04,24,27,3099,488078306.29
ID,2010-04,3,4,369,16772652.67
IL,2010-04,42,43,5748,1119063881.04
IN,2010-04,33,35,4881,1405447974.6699998
KS,2010-04,18,16,2718,438996715.55
KY,2010-04,24,26,3858,1239151504.48
LA,2010-04,26,27,3296,566082951.29
MA,2010-04,24,29,3027,319120439.74
MD,2010-04,11,14,1697,231970060.04
ME,2010-04,5,6,626,45813114.67
MI,2010-04,38,35,4931,809204500.9
MN,2010-04,23,23,2687,398674870.21
MO,2010-04,25,30,3601,1057607402.6700001
MS,2010-04,20,20,2504,273793743.46999997
MT,2010-04,5,6,608,263650877.96999997
NC,2010-04,28,30,3169,613243531.18
ND,2010-04,7,7,1120,337192076.8
NE,2010-04,13,12,1879,265261338.2
NH,2010-04,5,5,713,51145241.25
NJ,2010-04,34,37,4552,244479585.22
NM,2010-04,15,15,1695,336148010.91
NV,2010-04,12,12,1296,226662913.13
NY,2010-04,69,69,8760,477424275.51
OH,2010-04,30,35,4653,1537996278.78
OK,2010-04,20,22,2837,526358841.61
OR,2010-04,7,7,811,191500546.84
PA,2010-04,64,64,8707,1403978390.26
RI,2010-04,6,6,786,56601751.980000004
SC,2010-04,18,22,2439,457025117.6
SD,2010-04,4,4,526,42005805.279999994
TN,2010-04,9,10,1377,519830048.62
TX,2010-04,112,112,13846,2913902835.9
UT,2010-04,10,11,1243,518211192.05
VA,2010-04,30,32,3261,321992405.67
VT,2010-04,3,3,192,1758600.0
WA,2010-04,10,9,781,171183932.28
WI,2010-04,29,28,3947,569510005.68
WV,2010-04,16,17,2431,1216845139.8799999
WY,2010-04,9,10,1227,544854697.46
AL,2010-05,33,26,3534,1368761750.01
AR,2010-05,15,14,1638,492156767.37
AZ,2010-05,22,20,2663,824640551.58
CA,2010-05,87,89,8106,374515410.2
CO,2010-05,26,23,3229,557817722.63
CT,2010-05,27,19,2829,95849355.18
DC,2010-05,2,0,271,4334643.25
DE,2010-05,6,6,876,56265698.89
FL,2010-05,67,67,8327,2235789168.92
GA,2010-05,25,31,3332,1391512871.78
IA,2010-05,23,27,3265,534100442.66
ID,2010-05,2,4,211,2998225.68
IL,2010-05,58,43,7052,1184176273.48
IN,2010-05,42,35,5631,1662731465.66
KS,2010-05,20,16,2971,517960850.31999993
KY,2010-05,26,26,3970,1286212577.48
LA,2010-05,30,27,3900,788767821.03
MA,2010-05,35,29,4363,354382758.45
MD,2010-05,12,14,1893,339367689.84
ME,2010-05,6,6,747,66421460.53
MI,2010-05,45,35,5445,846505100.27
MN,2010-05,26,23,2977,505197753.61
MO,2010-05,28,30,3866,1220752412.64
MS,2010-05,20,20,2524,434468470.9
MT,2010-05,5,6,613,254381051.69000003
NC,2010-05,34,30,3593,751105274.53
ND,2010-05,7,7,1127,343698369.28
NE,2010-05,11,12,1657,279445701.09
NH,2010-05,7,5,854,71280284.71000001
NJ,2010-05,34,37,4526,283425829.46000004
NM,2010-05,15,15,1710,440873363.59999996
NV,2010-05,13,12,1469,225352720.44
NY,2010-05,76,69,9389,603006330.88
OH,2010-05,52,35,6605,1847872921.33
OK,2010-05,22,22,3119,630383082.71
OR,2010-05,6,7,723,56916733.65
PA,2010-05,71,64,9409,1500162433.9199998
RI,2010-05,6,6,792,57137565.230000004
SC,2010-05,27,22,3108,564760856.04
SD,2010-05,4,4,467,25735923.46
TN,2010-05,14,10,1615,541092980.31
TX,2010-05,119,112,14809,3658728624.06
UT,2010-05,11,11,1303,536230011.53
VA,2010-05,36,32,3600,445697816.75
VT,2010-05,2,3,178,5152241.5
WA,2010-05,8,9,544,61241633.77
WI,2010-05,35,28,4525,659903378.32
WV,2010-05,21,17,2706,1218909837.32
WY,2010-05,9,10,1131,540883725.46
AL,2010-06,32,26,3480,1532549718.27
AR,2010-06,18,14,2100,562244151.93
AZ,2010-06,23,20,2925,949887689.25
CA,2010-06,91,89,8691,349555678.23
CO,2010-06,27,23,3357,601250785.38
CT,2010-06,27,19,2856,125721078.93
DC,2010-06,2,0,273,13004098.020000001
DE,2010-06,7,6,1044,107347647.86999999
FL,2010-06,68,67,8598,2523669594.42
GA,2010-06,34,31,4473,1629487403.3700001
IA,2010-06,28,27,3744,585185288.85
ID,2010-06,3,4,330,897055.8600000001
IL,2010-06,63,43,7737,1494317568.27
IN,2010-06,42,35,5673,1954912199.19
KS,2010-06,19,16,2829,580435941.45
KY,2010-06,27,26,4158,1653528203.13
LA,2010-06,31,27,4092,972483198.3000001
MA,2010-06,34,29,4236,383670043.05
MD,2010-06,16,14,2424,486155413.92
ME,2010-06,6,6,753,80664456.54
MI,2010-06,44,35,5430,1026484559.6999999
MN,2010-06,26,23,3003,515337162.42
MO,2010-06,37,30,4608,1393241876.67
MS,2010-06,23,20,2889,530189430.84
MT,2010-06,5,6,618,147073993.02
NC,2010-06,34,30,3627,1062258517.56
ND,2010-06,6,7,972,397629578.34
NE,2010-06,13,12,1824,344344347.59999996
NH,2010-06,7,5,861,98437693.26
NJ,2010-06,39,37,5127,412013355.63
NM,2010-06,16,15,1845,472082117.01
NV,2010-06,13,12,1482,233422602.3
NY,2010-06,87,69,10755,866379089.9399999
OH,2010-06,50,35,6393,2194568399.4
OK,2010-06,22,22,3141,933244977.2700001
OR,2010-06,6,7,729,30055502.580000002
PA,2010-06,71,64,9405,1993061368.41
RI,2010-06,6,6,798,75913038.6
SC,2010-06,29,22,3303,744938103.81
SD,2010-06,4,4,471,45905907.54
TN,2010-06,16,10,1911,806729416.2
TX,2010-06,121,112,15144,4268409846.51
UT,2010-06,11,11,1314,516558863.55
VA,2010-06,37,32,3798,654700174.86
VT,2010-06,3,3,198,4378536.0
WA,2010-06,4,9,450,13384728.66
WI,2010-06,32,28,4386,722817821.76
WV,2010-06,23,17,3015,1243338386.82
WY,2010-06,10,10,1248,508449980.64
AL,2010-07,31,26,3466,1589158931.3799999
AR,2010-07,19,14,2119,574042295.21
AZ,2010-07,24,20,3033,1136092686.2
CA,2010-07,99,89,9861,680101485.02
CO,2010-07,27,23,3384,700429937.36
CT,2010-07,21,19,2442,183115805.89000002
DC,2010-07,2,0,275,9121558.24
DE,2010-07,9,6,1206,130387133.35
FL,2010-07,67,67,8569,2570545345.4700003
GA,2010-07,33,31,4410,1785948655.81
IA,2010-07,28,27,3541,694022568.58
ID,2010-07,4,4,442,12122979.66
IL,2010-07,66,43,8139,1760825179.78
IN,2010-07,42,35,5649,2148380593.44
KS,2010-07,22,16,3262,633028750.88
KY,2010-07,28,26,4186,1709873008.5800002
LA,2010-07,30,27,3960,1022670434.59
MA,2010-07,35,29,4433,547568999.64
MD,2010-07,16,14,2440,608378598.4
ME,2010-07,6,6,759,99494808.87
MI,2010-07,44,35,5366,1190841697.6299999
MN,2010-07,26,23,3029,607325924.26
MO,2010-07,36,30,4716,1434234756.0900002
MS,2010-07,23,20,2912,610398630.88
MT,2010-07,6,6,624,268364659.76
NC,2010-07,34,30,3661,1096624445.82
ND,2010-07,7,7,1141,425738516.62
NE,2010-07,14,12,1988,407079651.7
NH,2010-07,5,5,728,120072486.99
NJ,2010-07,42,37,5499,515061639.63
NM,2010-07,16,15,1861,486218356.5
NV,2010-07,13,12,1495,336034501.87
NY,2010-07,87,69,10869,1233057831.46
OH,2010-07,55,35,6946,2329415310.56
OK,2010-07,22,22,3163,1031619299.33
OR,2010-07,7,7,832,176374317.53
PA,2010-07,74,64,9887,2183702352.5
RI,2010-07,6,6,804,80702263.71000001
SC,2010-07,30,22,3378,810114150.09
SD,2010-07,5,4,638,57280575.05
TN,2010-07,16,10,1927,935684890.8199999
TX,2010-07,122,112,15428,4501977180.3
UT,2010-07,11,11,1325,569856526.83
VA,2010-07,38,32,3896,757869549.9399999
VT,2010-07,2,3,182,4537023.5
WA,2010-07,10,9,811,216580483.43
WI,2010-07,35,28,4826,835538565.53
WV,2010-07,23,17,3038,1523962870.72
WY,2010-07,10,10,1258,688534538.75
AL,2010-08,32,26,3586,1509033511.83
AR,2010-08,19,14,2138,624179171.6
AZ,2010-08,24,20,3057,1143993996.47
CA,2010-08,99,89,9960,809213128.05
CO,2010-08,27,23,3411,716154088.3
CT,2010-08,26,19,2818,156848090.81
DC,2010-08,2,0,277,4385140.24
DE,2010-08,10,6,1286,95771853.63
FL,2010-08,68,67,8722,2552984518.87
GA,2010-08,35,31,4639,1789233595.37
IA,2010-08,29,27,3733,686388851.42
ID,2010-08,4,4,446,25000889.22
IL,2010-08,64,43,7985,1795587419.27
IN,2010-08,42,35,5757,2217971599.93
KS,2010-08,21,16,3120,672267322.98
KY,2010-08,28,26,4214,1815484280.1200001
LA,2010-08,30,27,3990,1108100697.82
MA,2010-08,34,29,4343,454657972.18
MD,2010-08,16,14,2456,527998923.43
ME,2010-08,6,6,765,95749072.41
MI,2010-08,44,35,5416,1222726799.18
MN,2010-08,26,23,3055,583790823.53
MO,2010-08,38,30,4816,1461481358.26
MS,2010-08,23,20,2935,637635180.54
MT,2010-08,6,6,630,287596180.24
NC,2010-08,34,30,3695,1083899164.33
ND,2010-08,7,7,1148,432469817.12
NE,2010-08,14,12,2002,416064290.62
NH,2010-08,5,5,733,121061045.74
NJ,2010-08,40,37,5258,412678290.26
NM,2010-08,16,15,1877,488753505.45000005
NV,2010-08,13,12,1508,300433109.63
NY,2010-08,86,69,10849,1090250513.97
OH,2010-08,52,35,6674,2372214207.65
OK,2010-08,22,22,3185,1112780361.14
OR,2010-08,7,7,839,237904278.74
PA,2010-08,71,64,9583,2117954116.67
RI,2010-08,6,6,810,91182852.75
SC,2010-08,28,22,3284,795902487.57
SD,2010-08,5,4,643,54813657.51
TN,2010-08,16,10,1943,870462921.74
TX,2010-08,121,112,15386,5007856297.55
UT,2010-08,11,11,1336,579773508.6800001
VA,2010-08,38,32,3934,640204395.14
VT,2010-08,3,3,204,3456177.0
WA,2010-08,10,9,821,275351641.46999997
WI,2010-08,36,28,4926,846014337.41
WV,2010-08,23,17,3061,1392164500.1599998
WY,2010-08,10,10,1268,671838876.1
AL,2010-09,31,26,3498,1299135668.85
AR,2010-09,17,14,1878,511660334.34
AZ,2010-09,23,20,2916,1075016594.67
CA,2010-09,98,89,9951,767223422.97
CO,2010-09,26,23,3336,613982106.78
CT,2010-09,27,19,2937,120456889.11
DC,2010-09,2,0,279,2607052.8
DE,2010-09,10,6,1296,69502404.15
FL,2010-09,68,67,8634,2330554994.2799997
GA,2010-09,33,31,4389,1503029408.13
IA,2010-09,26,27,3399,537221028.6
ID,2010-09,4,4,450,20642422.680000003
IL,2010-09,52,43,6684,1376590028.31
IN,2010-09,40,35,5541,1753547798.31
KS,2010-09,18,16,2733,554076815.76
KY,2010-09,27,26,4131,1514873553.84
LA,2010-09,29,27,3855,933976655.94
MA,2010-09,34,29,4431,369756023.64
MD,2010-09,15,14,2307,410492678.1
ME,2010-09,6,6,771,82991311.23
MI,2010-09,44,35,5562,932754082.0500001
MN,2010-09,24,23,2805,343015764.72
MO,2010-09,31,30,4260,1136465764.8899999
MS,2010-09,19,20,2445,476009693.91
MT,2010-09,6,6,636,292927017.78000003
NC,2010-09,34,30,3729,853035248.46
ND,2010-09,7,7,1155,356311792.65
NE,2010-09,11,12,1656,301699036.29
NH,2010-09,7,5,882,106329057.36
NJ,2010-09,36,37,4887,282801075.03000003
NM,2010-09,16,15,1893,540057067.23
NV,2010-09,13,12,1521,266785689.96
NY,2010-09,87,69,10980,857106828.42
OH,2010-09,46,35,6075,1800693719.19
OK,2010-09,21,22,3102,841812287.25
OR,2010-09,7,7,846,236832318.03
PA,2010-09,70,64,9396,1808535624.03
RI,2010-09,6,6,816,69770523.24
SC,2010-09,28,22,3210,614941694.34
SD,2010-09,5,4,648,38722033.23
TN,2010-09,16,10,1959,698511111.66
TX,2010-09,119,112,15240,3966221376.45
UT,2010-09,11,11,1347,516638737.62
VA,2010-09,37,32,3909,453992947.86
VT,2010-09,3,3,207,3933558.75
WA,2010-09,10,9,831,237545645.01000002
WI,2010-09,33,28,4605,590881060.89
WV,2010-09,22,17,2895,971463230.01
WY,2010-09,10,10,1278,626565574.2299999
AL,2010-10,25,26,3211,1126255545.44
AR,2010-10,12,14,1167,316859543.11
AZ,2010-10,24,20,3105,955194167.23
CA,2010-10,96,89,9708,852920472.48
CO,2010-10,25,23,3283,565531175.01
CT,2010-10,16,19,2053,90585578.92999999
DC,2010-10,2,0,281,618260.36
DE,2010-10,6,6,828,56588977.93
FL,2010-10,61,67,8083,1933485759.31
GA,2010-10,29,31,3968,1130967521.43
IA,2010-10,23,27,3200,562702927.53
ID,2010-10,2,4,221,19839878.08
IL,2010-10,42,43,6168,1435683770.74
IN,2010-10,34,35,5185,1682118523.97
KS,2010-10,16,16,2494,500568228.89
KY,2010-10,22,26,3691,1387449156.0
LA,2010-10,29,27,3884,772399449.4300001
MA,2010-10,28,29,3958,331019816.12
MD,2010-10,14,14,2207,265148192.98
ME,2010-10,6,6,777,74007948.4
MI,2010-10,36,35,4851,921442534.16
MN,2010-10,24,23,2868,281288681.03000003
MO,2010-10,26,30,3893,1074102795.61
MS,2010-10,16,20,2098,336313255.35
MT,2010-10,6,6,558,287106983.65
NC,2010-10,27,30,3159,661764784.97
ND,2010-10,7,7,1162,341544219.8
NE,2010-10,12,12,1785,277178956.40999997
NH,2010-10,5,5,743,43973834.73
NJ,2010-10,30,37,3984,217238654.41
NM,2010-10,15,15,1785,511691658.21000004
NV,2010-10,13,12,1534,213280438.66
NY,2010-10,75,69,9807,574084880.12
OH,2010-10,31,35,4645,1709264706.04
OK,2010-10,21,22,3123,621177093.04
OR,2010-10,7,7,853,228802637.83
PA,2010-10,61,64,8659,1647382286.43
RI,2010-10,5,6,698,68051033.27
SC,2010-10,18,22,2499,428929521.62
SD,2010-10,4,4,487,40636355.36
TN,2010-10,9,10,1431,605991515.0
TX,2010-10,114,112,14694,3285203972.67
UT,2010-10,11,11,1358,433918823.71999997
VA,2010-10,31,32,3469,354283902.24
VT,2010-10,3,3,210,3933121.0
WA,2010-10,10,9,841,194514397.76
WI,2010-10,30,28,4191,558188070.76
WV,2010-10,13,17,2182,876934767.36
WY,2010-10,10,10,1288,660106776.77
AL,2010-11,24,26,3153,1131866920.1399999
AR,2010-11,11,14,1174,361482328.06
AZ,2010-11,24,20,3129,871404812.2400001
CA,2010-11,93,89,9081,734851869.82
CO,2010-11,24,23,3162,604870263.29
CT,2010-11,16,19,2042,115339920.43
DC,2010-11,1,0,116,0.0
DE,2010-11,6,6,834,39244443.52
FL,2010-11,58,67,7955,1683731160.73
GA,2010-11,25,31,3431,1018730397.3
IA,2010-11,27,27,3585,573112414.6700001
ID,2010-11,4,4,458,14250225.37
IL,2010-11,43,43,6194,1472455719.6
IN,2010-11,35,35,5290,1739499213.45
KS,2010-11,14,16,2227,428276290.88
KY,2010-11,23,26,3880,1420778254.82
LA,2010-11,28,27,3746,767324063.22
MA,2010-11,30,29,4110,298530127.34
MD,2010-11,14,14,2221,265312080.57
ME,2010-11,6,6,783,68902223.32
MI,2010-11,37,35,5054,885131349.7099999
MN,2010-11,24,23,2892,380721517.1
MO,2010-11,29,30,4171,1179977741.16
MS,2010-11,19,20,2411,305910359.73
MT,2010-11,7,6,650,278419611.62
NC,2010-11,28,30,3392,659788633.58
ND,2010-11,7,7,1169,378364587.07
NE,2010-11,12,12,1815,302140524.24
NH,2010-11,5,5,748,89993270.19999999
NJ,2010-11,34,37,4712,251024768.88
NM,2010-11,15,15,1800,460932099.6
NV,2010-11,11,12,1315,201766944.95
NY,2010-11,67,69,9104,577236137.89
OH,2010-11,31,35,4835,1821597016.56
OK,2010-11,19,22,2810,573565707.99
OR,2010-11,6,7,759,232446684.6
PA,2010-11,64,64,8972,1760642781.28
RI,2010-11,6,6,828,46837763.81
SC,2010-11,21,22,2949,468306899.2
SD,2010-11,4,4,491,42543097.22
TN,2010-11,9,10,1440,632526459.55
TX,2010-11,110,112,14146,3113800979.83
UT,2010-11,11,11,1369,376912955.04
VA,2010-11,30,32,3432,312849140.29
VT,2010-11,2,3,190,4205895.0
WA,2010-11,9,9,819,214509415.70999998
WI,2010-11,30,28,4260,525658595.97
WV,2010-11,15,17,2430,911993102.14
WY,2010-11,10,10,1298,691584821.84
AL,2010-12,26,26,3378,1370589987.72
AR,2010-12,14,14,1413,506697986.85
AZ,2010-12,20,20,2598,908588403.3
CA,2010-12,89,89,8667,626149212.12
CO,2010-12,23,23,3042,673993196.58
CT,2010-12,19,19,2490,123917415.63000001
DC,2010-12,2,0,285,1018397.52
DE,2010-12,6,6,840,44025456.78
FL,2010-12,67,67,8874,2233582746.54
GA,2010-12,31,31,4284,1509981780.51
IA,2010-12,27,27,3744,610496545.44
ID,2010-12,4,4,462,13015873.889999999
IL,2010-12,43,43,6252,1665382115.4
IN,2010-12,35,35,5400,2125041805.3500001
KS,2010-12,16,16,2502,508721946.63
KY,2010-12,26,26,4224,1790913446.19
LA,2010-12,27,27,3606,841613740.3199999
MA,2010-12,29,29,3993,364961352.69
MD,2010-12,14,14,2313,500935583.64
ME,2010-12,6,6,789,81808536.87
MI,2010-12,35,35,4821,906474359.97
MN,2010-12,23,23,2808,561221544.03
MO,2010-12,30,30,4266,1518232624.38
MS,2010-12,20,20,2664,442340083.65
MT,2010-12,6,6,570,263081466.12
NC,2010-12,30,30,3609,1047332676.54
ND,2010-12,7,7,1176,452626251.84
NE,2010-12,12,12,1809,406309769.19
NH,2010-12,5,5,753,128872149.72
NJ,2010-12,37,37,5172,335005511.15999997
NM,2010-12,15,15,1911,476294501.34
NV,2010-12,12,12,1467,230657372.19
NY,2010-12,69,69,9195,722992613.58
OH,2010-12,35,35,5349,2099068114.08
OK,2010-12,22,22,3273,692353278.27
OR,2010-12,7,7,867,223242955.02
PA,2010-12,64,64,9147,2065628328.8400002
RI,2010-12,6,6,834,72432024.33
SC,2010-12,22,22,3138,715364538.96
SD,2010-12,4,4,495,50286000.95999999
TN,2010-12,10,10,1617,826099693.26
TX,2010-12,112,112,14691,3428730280.05
UT,2010-12,11,11,1380,523103519.96999997
VA,2010-12,32,32,3696,576764850.3
VT,2010-12,3,3,216,4667670.0
WA,2010-12,9,9,828,218303516.76
WI,2010-12,28,28,3990,707344562.61
WV,2010-12,17,17,2667,1433888865.78
WY,2010-12,10,10,1308,738837717.12
AL,2011-01,25,26,3286,1452726288.1100001
AR,2011-01,15,15,1596,553973237.02
AZ,2011-01,24,23,3090,888375171.46
CA,2011-01,85,90,8434,514520248.4
CO,2011-01,23,24,3119,693538230.28
CT,2011-01,18,16,2412,136760343.16
DC,2011-01,2,0,287,363366.89999999997
DE,2011-01,8,7,1184,56478589.07
FL,2011-01,63,60,8727,1977380682.42
GA,2011-01,31,31,4339,1432855375.0900002
IA,2011-01,23,24,3317,599091817.88
ID,2011-01,4,4,466,7880143.12
IL,2011-01,41,36,6143,1614188447.92
IN,2011-01,36,33,5553,2157362548.06
KS,2011-01,17,15,2612,504718488.24
KY,2011-01,24,23,4026,1845206133.32
LA,2011-01,31,28,4309,987822821.45
MA,2011-01,30,27,4191,447829172.38
MD,2011-01,13,13,2158,510889563.36
ME,2011-01,6,5,795,80250001.18
MI,2011-01,37,35,5134,969069874.74
MN,2011-01,20,26,2426,590070575.76
MO,2011-01,30,31,4449,1561328634.59
MS,2011-01,20,19,2684,425970864.52
MT,2011-01,7,6,664,260842608.24
NC,2011-01,31,26,3721,1058805126.09
ND,2011-01,7,7,1183,482714378.9
NE,2011-01,12,11,1821,410599989.49
NH,2011-01,5,5,758,120627512.77000001
NJ,2011-01,37,32,5182,327676396.21000004
NM,2011-01,14,16,1730,512401772.75
NV,2011-01,11,13,1391,208316229.41
NY,2011-01,74,67,9917,723064462.66
OH,2011-01,30,26,4758,2198344408.77
OK,2011-01,20,19,3017,806527785.58
OR,2011-01,7,7,874,156896278.51
PA,2011-01,66,62,9552,2158477604.33
RI,2011-01,6,6,840,77585396.72
SC,2011-01,22,19,3160,725735041.26
SD,2011-01,3,4,393,55211122.11
TN,2011-01,10,9,1627,965008914.71
TX,2011-01,113,114,14996,3779342481.12
UT,2011-01,10,10,1333,557053647.47
VA,2011-01,31,29,3661,626419848.1
VT,2011-01,3,3,219,5319570.75
WA,2011-01,10,10,871,155405484.83
WI,2011-01,26,34,3761,705857286.3
WV,2011-01,19,19,2932,1387421050.3
WY,2011-01,9,10,1203,659154137.73
AL,2011-02,22,26,3035,1219195081.04
AR,2011-02,15,15,1674,459750238.52
AZ,2011-02,23,23,2920,719952684.71
CA,2011-02,82,90,8009,504534462.26
CO,2011-02,23,24,3145,632482567.84
CT,2011-02,15,16,1974,116124293.08999999
DC,2011-02,1,0,119,0.0
DE,2011-02,5,7,760,40000140.19
FL,2011-02,60,60,8229,1670043477.09
GA,2011-02,21,31,2934,1060909232.35
IA,2011-02,23,24,3415,483919727.92
ID,2011-02,4,4,470,6554757.819999999
IL,2011-02,39,36,5856,1485739309.38
IN,2011-02,36,33,5589,1737266720.69
KS,2011-02,15,15,2364,441017411.44
KY,2011-02,23,23,3934,1596657278.48
LA,2011-02,30,28,4170,857967268.4399999
MA,2011-02,24,27,3459,390731468.2
MD,2011-02,12,13,2001,334488317.62
ME,2011-02,5,5,670,56453095.22
MI,2011-02,36,35,5025,800715075.71
MN,2011-02,24,26,3210,466898914.53000003
MO,2011-02,27,31,4104,1352560578.79
MS,2011-02,20,19,2704,326061294.03999996
MT,2011-02,7,6,671,227287645.57
NC,2011-02,29,26,3631,657377423.68
ND,2011-02,7,7,1190,428284121.2
NE,2011-02,11,11,1693,338659245.0
NH,2011-02,5,5,763,127291744.1
NJ,2011-02,36,32,5067,256667032.39
NM,2011-02,16,16,1973,422875018.36
NV,2011-02,13,13,1586,179867344.98
NY,2011-02,68,67,9127,617065641.71
OH,2011-02,29,26,4645,1990243453.52
OK,2011-02,20,19,3037,712801460.93
OR,2011-02,7,7,881,109890729.38
PA,2011-02,62,62,8989,1774092388.3200002
RI,2011-02,6,6,846,57726061.31
SC,2011-02,19,19,2843,518332522.25
SD,2011-02,4,4,503,43523762.16
TN,2011-02,10,9,1637,698196919.9200001
TX,2011-02,114,114,15183,3305364090.8199997
UT,2011-02,10,10,1343,484228388.56
VA,2011-02,29,29,3460,456170759.14
VT,2011-02,2,3,196,4878107.5
WA,2011-02,7,10,581,15630028.18
WI,2011-02,27,34,3876,574854604.03
WV,2011-02,18,19,2835,1173585768.94
WY,2011-02,10,10,1328,589763919.27
AL,2011-03,23,26,3153,1212973055.7
AR,2011-03,12,15,1164,432862253.64
AZ,2011-03,20,23,2697,687808106.61
CA,2011-03,90,90,9177,410526589.68
CO,2011-03,21,24,2931,609815122.0500001
CT,2011-03,14,16,1746,88274965.44
DC,2011-03,2,0,291,0.0
DE,2011-03,7,7,1029,58024829.85
FL,2011-03,60,60,8220,1806779831.34
GA,2011-03,28,31,3939,1046258461.5600001
IA,2011-03,25,24,3690,540096329.8199999
ID,2011-03,4,4,474,983877.0599999999
IL,2011-03,40,36,6060,1486145882.01
IN,2011-03,33,33,5262,1671706519.35
KS,2011-03,14,15,2232,496619344.68
KY,2011-03,22,23,3786,1542983884.08
LA,2011-03,26,28,3516,735686878.47
MA,2011-03,27,27,3933,331706659.59
MD,2011-03,11,13,1818,379998038.07
ME,2011-03,6,5,807,49847243.58
MI,2011-03,36,35,5094,870784915.1700001
MN,2011-03,21,26,2820,554033713.44
MO,2011-03,31,31,4395,1287556678.41
MS,2011-03,16,19,2292,301902797.52
MT,2011-03,7,6,678,245011672.83
NC,2011-03,30,26,3699,689363455.89
ND,2011-03,7,7,1197,441817241.76
NE,2011-03,13,11,1941,341363464.77
NH,2011-03,5,5,768,107979799.61999999
NJ,2011-03,34,32,4866,243680583.78
NM,2011-03,15,16,1956,506563411.38
NV,2011-03,12,13,1428,174612696.93
NY,2011-03,73,67,9936,632763384.75
OH,2011-03,29,26,4689,2011784277.1799998
OK,2011-03,18,19,2715,674152220.01
OR,2011-03,6,7,840,85313280.24
PA,2011-03,63,62,9282,1480052184.51
RI,2011-03,6,6,852,81406470.84
SC,2011-03,19,19,2760,489316132.23
SD,2011-03,4,4,570,51144936.06
TN,2011-03,9,9,1476,669405088.98
TX,2011-03,109,114,14301,3284459029.86
UT,2011-03,11,10,1413,441223947.18
VA,2011-03,28,29,3240,394839054.0
VT,2011-03,3,3,225,5065447.5
WA,2011-03,6,10,549,22619056.98
WI,2011-03,29,34,4218,697179342.66
WV,2011-03,16,19,2547,1228898711.73
WY,2011-03,10,10,1338,612637085.19
AL,2011-04,27,26,3567,1018716381.13
AR,2011-04,15,15,1752,302490010.72
AZ,2011-04,23,23,2990,748379254.86
CA,2011-04,89,90,9236,375446345.11
CO,2011-04,22,24,3079,481836587.71
CT,2011-04,17,16,2006,92235302.5
DC,2011-04,1,0,121,0.0
DE,2011-04,5,7,770,74878880.16
FL,2011-04,67,60,8992,2244597923.63
GA,2011-04,31,31,4435,1151582936.15
