state,date,monthly_num_plants,yearly_num_plants,total_facility_age,total_weighted_facility_age
WI,2009-01,31,32,3856,702852937.42
WV,2009-01,18,17,2505,1252807042.6
WY,2009-01,8,9,1001,649980026.33
AL,2009-02,25,19,2843,1006363128.86
AR,2009-02,10,12,923,332903139.21
AZ,2009-02,21,23,2295,629457121.59
CA,2009-02,86,94,7408,560228302.33
CO,2009-02,20,27,2416,457323939.81
CT,2009-02,15,19,1707,87132078.92
DC,2009-02,2,0,241,490873.9
DE,2009-02,7,7,914,53716970.14
FL,2009-02,67,64,7478,1337424651.48
GA,2009-02,26,24,3085,1013089349.9000001
IA,2009-02,19,26,2519,500132601.2
ID,2009-02,3,4,228,10927224.799999999
IL,2009-02,44,41,5356,1189248953.75
IN,2009-02,35,33,4591,1621765236.21
KS,2009-02,15,14,2028,433843098.4
KY,2009-02,23,23,3481,1240957195.91
LA,2009-02,26,28,2851,526495626.70000005
MA,2009-02,22,30,2708,300283874.72
MD,2009-02,14,13,1954,370825949.92
ME,2009-02,6,5,657,45500017.29
MI,2009-02,39,34,4461,770672585.46
MN,2009-02,29,28,2614,456151020.57
MO,2009-02,31,31,3854,978385578.56
MS,2009-02,18,18,1932,249842976.39
MT,2009-02,5,5,538,239588940.84
NC,2009-02,30,27,3048,619729262.8
ND,2009-02,7,7,1022,367321493.44
NE,2009-02,10,13,1376,263463195.82
NH,2009-02,5,5,643,92713121.24000001
NJ,2009-02,32,34,3835,174593808.17
NM,2009-02,14,16,1477,348014007.86
NV,2009-02,13,13,1274,222682960.51
NY,2009-02,70,76,8294,604654975.94
OH,2009-02,33,32,4578,1742379900.3600001
OK,2009-02,18,20,2265,621110010.16
OR,2009-02,6,7,633,189737487.20000002
PA,2009-02,66,65,8172,1522443390.61
RI,2009-02,6,6,702,50229205.22
SC,2009-02,21,21,2577,482769893.61
SD,2009-02,4,4,407,43122743.98
TN,2009-02,10,8,1397,651043944.32
TX,2009-02,102,116,11595,2400713053.95
UT,2009-02,10,10,1103,446098844.68
VA,2009-02,32,32,3058,463808821.58000004
VT,2009-02,3,3,150,2293039.5
WA,2009-02,9,10,630,187876283.98000002
WI,2009-02,33,32,4179,533529265.88
WV,2009-02,18,17,2439,978633346.22
WY,2009-02,8,9,1009,578339993.58
AL,2009-03,24,19,2784,934601758.4100001
AR,2009-03,11,12,1080,301830687.54
AZ,2009-03,19,23,2031,595198734.48
CA,2009-03,79,94,6876,527272497.87
CO,2009-03,23,27,2727,499605049.95
CT,2009-03,16,19,1923,83635762.2
DC,2009-03,1,0,96,0.0
DE,2009-03,6,7,774,43849556.19
FL,2009-03,62,64,7197,1413490711.5
GA,2009-03,27,24,3075,908541701.1899999
IA,2009-03,25,26,2991,464185815.54
ID,2009-03,4,4,378,6369769.56
IL,2009-03,41,41,5148,1135232632.56
IN,2009-03,34,33,4515,1640145286.71
KS,2009-03,16,14,2190,439663739.42999995
KY,2009-03,22,23,3357,1308203070.45
LA,2009-03,28,28,3186,518410794.27
MA,2009-03,28,30,3354,315085798.95
MD,2009-03,13,13,1872,363184680.0
ME,2009-03,6,5,663,56993154.06
MI,2009-03,39,34,4500,796365285.51
MN,2009-03,28,28,2490,451071036.39
MO,2009-03,32,31,3687,1067704483.29
MS,2009-03,16,18,1707,234387464.37
MT,2009-03,5,5,543,251534666.36999997
NC,2009-03,30,27,3162,678010019.85
ND,2009-03,7,7,1029,390866068.95
NE,2009-03,12,13,1512,309189414.18
NH,2009-03,5,5,648,89649988.92
NJ,2009-03,30,34,3705,190187172.3
NM,2009-03,15,16,1596,390753953.07
NV,2009-03,12,13,1140,234667522.5
NY,2009-03,80,76,9471,596926882.62
OH,2009-03,34,32,4737,1611083388.57
OK,2009-03,20,20,2517,637288062.18
OR,2009-03,7,7,720,190359224.55
PA,2009-03,68,65,8343,1493676549.69
RI,2009-03,6,6,708,56160885.269999996
SC,2009-03,22,21,2676,435651264.96
SD,2009-03,5,4,558,41115895.02
TN,2009-03,9,8,1290,536466126.35999995
TX,2009-03,108,116,12333,2609047701.15
UT,2009-03,10,10,1113,455522007.03000003
VA,2009-03,33,32,3153,410185981.05
VT,2009-03,2,3,150,2998873.5
WA,2009-03,10,10,651,186604065.3
WI,2009-03,34,32,4227,510889796.88
WV,2009-03,18,17,2541,972796485.21
WY,2009-03,8,9,1017,588544810.8
AL,2009-04,24,19,2775,818099035.26
AR,2009-04,10,12,817,309184516.58
AZ,2009-04,23,23,2525,568277642.99
CA,2009-04,90,94,7764,487438684.04
CO,2009-04,24,27,2838,422762004.94
CT,2009-04,15,19,1863,54337742.32
DC,2009-04,1,0,97,0.0
DE,2009-04,8,7,998,34099871.92
FL,2009-04,66,64,7485,1617348851.24
GA,2009-04,26,24,3251,928033995.25
IA,2009-04,27,26,3048,387293629.56
ID,2009-04,3,4,333,2645144.75
IL,2009-04,43,41,5383,1196721000.99
IN,2009-04,35,33,4685,1527657352.62
KS,2009-04,20,14,2711,383142269.83
KY,2009-04,23,23,3479,1146271493.22
LA,2009-04,30,28,3510,475957475.5
MA,2009-04,28,30,3391,286694120.35
MD,2009-04,12,13,1737,337469361.95
ME,2009-04,6,5,669,46538462.83
MI,2009-04,37,34,4378,820080655.9
MN,2009-04,28,28,2533,404693641.58000004
MO,2009-04,33,31,3654,949228422.44
MS,2009-04,17,18,1826,277457783.94
MT,2009-04,5,5,548,149561070.84
NC,2009-04,22,27,2515,556571745.72
ND,2009-04,6,7,888,350036009.15999997
NE,2009-04,12,13,1569,280250966.26
NH,2009-04,6,5,714,77268270.51
NJ,2009-04,30,34,3597,157299287.35999998
NM,2009-04,14,16,1505,431995393.43
NV,2009-04,12,13,1152,178272221.77
NY,2009-04,76,76,9028,515199092.26
OH,2009-04,34,32,4651,1592874784.8999999
OK,2009-04,20,20,2597,600277129.36
OR,2009-04,7,7,727,63748829.480000004
PA,2009-04,67,65,8308,1413598315.96
RI,2009-04,6,6,714,44419241.77
SC,2009-04,19,21,2254,392390389.52000004
SD,2009-04,5,4,563,39074266.83
TN,2009-04,11,8,1523,661221986.22
TX,2009-04,109,116,12694,2625715246.4100003
UT,2009-04,11,10,1160,394983376.35
VA,2009-04,33,32,3186,335564933.92
VT,2009-04,2,3,152,1415287.0
WA,2009-04,7,10,562,70242683.13000001
WI,2009-04,30,32,3705,436275319.41
WV,2009-04,17,17,2411,953227133.64
WY,2009-04,8,9,1025,412558273.62
AL,2009-05,29,19,2905,969939801.71
AR,2009-05,11,12,1165,331106534.75
AZ,2009-05,24,23,2697,779140838.72
CA,2009-05,95,94,8401,499236274.19
CO,2009-05,25,27,3011,456090895.69
CT,2009-05,26,19,2491,56450617.8
DC,2009-05,1,0,98,0.0
DE,2009-05,7,7,857,13215539.16
FL,2009-05,69,64,7932,1961120882.03
GA,2009-05,26,24,3097,1097106161.54
IA,2009-05,24,26,2925,394944072.47
ID,2009-05,4,4,386,3839778.1300000004
IL,2009-05,51,41,5727,1159432637.1399999
IN,2009-05,39,33,4746,1533124428.75
KS,2009-05,18,14,2520,433765493.92
KY,2009-05,25,23,3524,1203223677.4
LA,2009-05,26,28,2944,638411659.93
MA,2009-05,30,30,3498,234144375.15
MD,2009-05,12,13,1725,329655331.85999995
ME,2009-05,6,5,675,43322901.230000004
MI,2009-05,40,34,4358,660230289.64
MN,2009-05,31,28,2807,377722349.31
MO,2009-05,31,31,3698,979523186.8100001
MS,2009-05,19,18,2216,283837940.59000003
MT,2009-05,5,5,553,139121800.61
NC,2009-05,35,27,3241,581018697.6700001
ND,2009-05,7,7,1043,350246812.75
NE,2009-05,14,13,1792,292822918.87
NH,2009-05,5,5,658,86192538.27000001
NJ,2009-05,31,34,3632,188096718.47
NM,2009-05,16,16,1637,453729685.29
NV,2009-05,13,13,1313,249672471.63
NY,2009-05,74,76,8602,497540337.76
OH,2009-05,43,32,4847,1387170606.51
OK,2009-05,21,20,2766,684725494.56
OR,2009-05,5,7,559,19678114.87
PA,2009-05,66,65,7995,1427998538.72
RI,2009-05,6,6,720,49135562.76
SC,2009-05,25,21,2432,453972779.13
SD,2009-05,3,4,384,35095902.62
TN,2009-05,17,8,1771,638595528.01
TX,2009-05,115,116,13547,3251975269.32
UT,2009-05,10,10,1112,485897805.06
VA,2009-05,36,32,3201,334046488.2
VT,2009-05,3,3,159,3341362.25
WA,2009-05,6,10,450,4536563.58
WI,2009-05,32,32,3934,486892235.31
WV,2009-05,20,17,2500,912239072.75
WY,2009-05,9,9,1128,433483332.49
AL,2009-06,29,19,2982,1127488541.34
AR,2009-06,19,12,2007,494929946.1
AZ,2009-06,24,23,2721,777402529.77
CA,2009-06,93,94,8103,454798776.87
CO,2009-06,24,27,2946,499058514.41999996
CT,2009-06,22,19,2142,59158033.260000005
DC,2009-06,2,0,249,1210221.0
DE,2009-06,11,7,1290,41620033.95
FL,2009-06,67,64,7728,2144913616.29
GA,2009-06,31,24,3798,1490394952.29
IA,2009-06,26,26,3240,514606049.37
ID,2009-06,4,4,390,1603903.53
IL,2009-06,61,41,6897,1309734263.43
IN,2009-06,42,33,5199,1675679229.18
KS,2009-06,22,14,2976,566706255.36
KY,2009-06,26,23,3636,1420576047.63
LA,2009-06,30,28,3570,768268558.71
MA,2009-06,32,30,3771,274016547.87
MD,2009-06,13,13,1860,372339629.04
ME,2009-06,6,5,681,58712214.20999999
MI,2009-06,44,34,4860,925233018.15
MN,2009-06,28,28,2613,404840530.65
MO,2009-06,34,31,4110,1197596097.0
MS,2009-06,21,18,2313,461158906.29
MT,2009-06,4,5,489,99155971.65
NC,2009-06,33,27,3093,775799430.9
ND,2009-06,7,7,1050,374558730.0
NE,2009-06,14,13,1806,295236575.55
NH,2009-06,5,5,663,74618228.88000001
NJ,2009-06,34,34,4212,227418327.99
NM,2009-06,16,16,1653,453784530.27
NV,2009-06,13,13,1326,229930952.58
NY,2009-06,81,76,9519,569418034.5
OH,2009-06,48,32,5499,1694676686.28
OK,2009-06,22,20,2877,851553093.9300001
OR,2009-06,7,7,741,39787924.74
PA,2009-06,71,65,8556,1523117914.53
RI,2009-06,6,6,726,57651308.099999994
SC,2009-06,30,21,3036,595577949.42
SD,2009-06,5,4,573,33024664.62
TN,2009-06,16,8,1680,693818947.86
TX,2009-06,119,116,13968,3913225006.29
UT,2009-06,11,10,1182,431141825.79
VA,2009-06,37,32,3306,419941615.68
VT,2009-06,2,3,156,2972325.0
WA,2009-06,10,10,681,6040248.99
WI,2009-06,33,32,3984,553300370.01
WV,2009-06,21,17,2640,989421718.92
WY,2009-06,8,9,1041,472971206.84999996
AL,2009-07,30,19,3144,1195178921.39
AR,2009-07,18,12,1902,529791722.37
AZ,2009-07,24,23,2745,1024556408.71
CA,2009-07,94,94,8608,922717673.36
CO,2009-07,24,27,2910,593247561.1
CT,2009-07,22,19,2137,90099447.28
DC,2009-07,2,0,251,487819.09
DE,2009-07,8,7,926,56373143.42
FL,2009-07,69,64,7983,2246418216.33
GA,2009-07,30,24,3600,1541580246.95
IA,2009-07,25,26,3148,537748225.35
ID,2009-07,4,4,394,15805289.72
IL,2009-07,54,41,6228,1407445534.15
IN,2009-07,38,33,4724,1638433208.96
KS,2009-07,20,14,2771,550894873.0699999
KY,2009-07,26,23,3677,1367242347.11
LA,2009-07,31,28,3751,835074665.59
MA,2009-07,34,30,3973,336518439.28
MD,2009-07,14,13,2024,417067056.16
ME,2009-07,6,5,687,61863302.25
MI,2009-07,41,34,4661,981052207.2199999
MN,2009-07,29,28,2714,448182805.5
MO,2009-07,32,31,3947,1227895377.09
MS,2009-07,20,18,2309,383075616.94
MT,2009-07,5,5,563,176288607.76
NC,2009-07,33,27,3111,814732630.85
ND,2009-07,7,7,1057,386716422.40999997
NE,2009-07,14,13,1820,360428098.29
NH,2009-07,5,5,668,84295721.3
NJ,2009-07,37,34,4585,274511736.58
NM,2009-07,16,16,1669,479831454.96
NV,2009-07,13,13,1339,306124112.73
NY,2009-07,79,76,9145,704307697.95
OH,2009-07,48,32,5763,1821281302.55
OK,2009-07,22,20,2899,937257759.65
OR,2009-07,6,7,597,133728107.81
PA,2009-07,72,65,8859,1769559871.11
RI,2009-07,6,6,732,70404842.99
SC,2009-07,30,21,3066,610327461.03
SD,2009-07,3,4,276,42840187.88
TN,2009-07,16,8,1696,663484379.14
TX,2009-07,118,116,13936,4306376895.35
UT,2009-07,11,10,1193,520131801.76
VA,2009-07,38,32,3488,487087194.95
VT,2009-07,3,3,165,2818679.25
WA,2009-07,10,10,691,205698869.20000002
WI,2009-07,31,32,3943,595891144.5
WV,2009-07,21,17,2709,950295204.67
WY,2009-07,9,9,1146,655765693.19
AL,2009-08,30,19,3162,1269722251.57
AR,2009-08,16,12,1616,519133879.36
AZ,2009-08,24,23,2769,1032706019.99
CA,2009-08,95,94,8539,950292414.3100001
CO,2009-08,25,27,3086,600555536.11
CT,2009-08,26,19,2554,117748994.49
DC,2009-08,2,0,253,749709.6
DE,2009-08,9,7,1182,80761220.98
FL,2009-08,67,64,7814,2227718457.58
GA,2009-08,30,24,3768,1527735806.32
IA,2009-08,26,26,3193,547540473.48
ID,2009-08,4,4,398,27564932.14
IL,2009-08,57,41,6636,1447970661.8799999
IN,2009-08,40,33,5051,1849679714.01
KS,2009-08,21,14,2868,538327548.05
KY,2009-08,25,23,3647,1509325105.71
LA,2009-08,30,28,3630,841832229.34
MA,2009-08,34,30,4094,413669017.42
MD,2009-08,15,13,2190,452709527.03
ME,2009-08,6,5,693,69893083.42
MI,2009-08,44,34,4906,977717530.84
MN,2009-08,29,28,2689,449364555.15000004
MO,2009-08,35,31,4222,1263691311.14
MS,2009-08,21,18,2355,448973701.84
MT,2009-08,4,5,497,189300363.04
NC,2009-08,35,27,3346,917760436.26
ND,2009-08,7,7,1064,402383457.68
NE,2009-08,14,13,1834,364817645.63
NH,2009-08,7,5,803,54227664.49
NJ,2009-08,42,34,4983,375156321.87
NM,2009-08,16,16,1685,519905827.37
NV,2009-08,13,13,1352,297922400.13
NY,2009-08,89,76,10504,889563704.8
OH,2009-08,45,32,5367,1961472470.55
OK,2009-08,22,20,2921,924965105.6
OR,2009-08,7,7,755,199862718.84
PA,2009-08,72,65,8967,1886818896.0
RI,2009-08,6,6,738,81385381.64
SC,2009-08,27,21,2844,634869860.89
SD,2009-08,5,4,583,43516064.53
TN,2009-08,16,8,1712,678928894.36
TX,2009-08,118,116,14054,4326016674.32
UT,2009-08,11,10,1204,530508028.36
VA,2009-08,38,32,3526,581492442.47
VT,2009-08,2,3,160,3555850.0
WA,2009-08,10,10,701,227222120.77
WI,2009-08,32,32,4114,631746392.79
WV,2009-08,23,17,2926,1159376200.24
WY,2009-08,9,9,1155,628597110.1
AL,2009-09,28,19,3036,1111671172.6200001
AR,2009-09,14,12,1596,461937382.14
AZ,2009-09,24,23,2793,919385943.45
CA,2009-09,98,94,8880,1052419337.73
CO,2009-09,26,27,3114,517037807.16
CT,2009-09,23,19,2262,68102208.33
DC,2009-09,1,0,102,0.0
DE,2009-09,6,7,810,51643413.72
FL,2009-09,67,64,7827,2070549393.93
GA,2009-09,25,24,3072,1270667165.43
IA,2009-09,27,26,3372,532746347.82
ID,2009-09,4,4,402,21892077.75
IL,2009-09,53,41,6291,1307792469.69
IN,2009-09,42,33,5325,1530518106.45
KS,2009-09,19,14,2607,476003310.45
KY,2009-09,26,23,3774,1322954819.13
LA,2009-09,31,28,3813,747300477.9300001
MA,2009-09,31,30,3645,298991155.40999997
MD,2009-09,12,13,1797,249014680.47
ME,2009-09,6,5,699,56334896.129999995
MI,2009-09,45,34,5073,868151665.6800001
MN,2009-09,28,28,2490,448630125.42
MO,2009-09,28,31,3744,1098700689.54
MS,2009-09,18,18,2058,447242743.26
MT,2009-09,5,5,573,182321046.72
NC,2009-09,34,27,3228,685863643.9200001
ND,2009-09,6,7,918,345911284.71000004
NE,2009-09,12,13,1584,298048135.41
NH,2009-09,7,5,810,42663093.93
NJ,2009-09,32,34,4035,250914550.32
NM,2009-09,15,16,1590,445463598.09000003
NV,2009-09,13,13,1365,261621673.44
NY,2009-09,85,76,10098,581378531.1
OH,2009-09,47,32,5643,1679077043.91
OK,2009-09,21,20,2850,704727461.61
OR,2009-09,7,7,762,210267672.9
PA,2009-09,65,65,8091,1388596095.0
RI,2009-09,6,6,744,64489102.2
SC,2009-09,25,21,2634,480830072.34
SD,2009-09,5,4,588,29180676.75
TN,2009-09,16,8,1686,533019694.02
TX,2009-09,116,116,13956,3431485848.03
UT,2009-09,11,10,1215,499485473.88
VA,2009-09,38,32,3564,418965367.89000005
VT,2009-09,3,3,171,3967481.25
WA,2009-09,10,10,711,213377812.2
WI,2009-09,33,32,4257,588190934.67
WV,2009-09,21,17,2703,739027615.86
WY,2009-09,8,9,1065,610343868.42
AL,2009-10,24,19,2964,955830791.01
AR,2009-10,9,12,786,357105406.72999996
AZ,2009-10,23,23,2663,827160461.89
CA,2009-10,93,94,8271,674751303.61
CO,2009-10,26,27,3047,529952469.43
CT,2009-10,16,19,1861,96601850.83
DC,2009-10,1,0,103,0.0
DE,2009-10,5,7,725,69800335.36
FL,2009-10,69,64,8040,2028980805.37
GA,2009-10,28,24,3475,1107150738.82
IA,2009-10,25,26,3232,510293527.56
ID,2009-10,2,4,197,15290015.8
IL,2009-10,41,41,5438,1324276049.44
IN,2009-10,35,33,4946,1521325241.28
KS,2009-10,16,14,2302,482022331.45000005
KY,2009-10,22,23,3520,1262597079.96
LA,2009-10,30,28,3690,639416190.16
MA,2009-10,30,30,3696,316499349.29
MD,2009-10,11,13,1631,277081904.59999996
ME,2009-10,6,5,705,71952776.9
MI,2009-10,37,34,4579,884501359.78
MN,2009-10,28,28,2761,419135663.06
MO,2009-10,31,31,3904,1075800311.79
MS,2009-10,18,18,2073,322659716.62
MT,2009-10,5,5,578,178963038.29
NC,2009-10,24,27,2922,603633202.28
ND,2009-10,7,7,1078,359412759.86
NE,2009-10,12,13,1641,378029569.45000005
NH,2009-10,4,5,592,46007193.96
NJ,2009-10,25,34,3238,248866957.61
NM,2009-10,14,16,1589,436463103.14
NV,2009-10,12,13,1224,211339822.44
NY,2009-10,73,76,9004,488370520.51
OH,2009-10,34,32,4942,1834182973.8300002
OK,2009-10,21,20,2871,558365397.57
OR,2009-10,7,7,769,221885105.85
PA,2009-10,62,65,8114,1429975861.76
RI,2009-10,6,6,750,49010887.86
SC,2009-10,19,21,2437,501236498.84999996
SD,2009-10,4,4,439,45268848.99
TN,2009-10,8,8,1199,559483542.0600001
TX,2009-10,113,116,13364,3190004160.89
UT,2009-10,11,10,1226,508977598.08
VA,2009-10,26,32,2753,281291175.77
VT,2009-10,2,3,164,4556282.5
WA,2009-10,10,10,721,231708354.34
WI,2009-10,32,32,4094,635690352.79
WV,2009-10,17,17,2429,915954663.24
WY,2009-10,8,9,1073,677474211.0500001
AL,2009-11,20,19,2566,913418025.25
AR,2009-11,8,12,772,374949296.99
AZ,2009-11,23,23,2686,737233542.45
CA,2009-11,89,94,7879,599462486.59
CO,2009-11,26,27,3073,537179924.45
CT,2009-11,17,19,1960,71421668.03999999
DC,2009-11,1,0,104,0.0
DE,2009-11,6,7,822,37558844.88
FL,2009-11,65,64,7762,1551752445.12
GA,2009-11,24,24,3162,922964940.1800001
IA,2009-11,24,26,3201,487487204.83
ID,2009-11,1,4,101,10383467.61
IL,2009-11,38,41,5158,1306419200.24
IN,2009-11,33,33,4734,1470875744.02
KS,2009-11,17,14,2386,527691911.55
KY,2009-11,21,23,3387,1204341244.75
LA,2009-11,26,28,3139,636422973.79
MA,2009-11,30,30,3789,312867888.71999997
MD,2009-11,12,13,1821,220525833.22
ME,2009-11,5,5,601,65997924.029999994
MI,2009-11,33,34,4272,840900418.53
MN,2009-11,21,28,2061,413340693.48
MO,2009-11,29,31,3538,1046210043.2900001
MS,2009-11,17,18,2011,279761129.67
MT,2009-11,5,5,583,270765483.51
NC,2009-11,27,27,3009,626734614.46
ND,2009-11,7,7,1085,416348121.05
NE,2009-11,11,13,1591,372571288.33
NH,2009-11,5,5,688,55628362.03
NJ,2009-11,32,34,4177,201163573.5
NM,2009-11,15,16,1620,471743328.23
NV,2009-11,12,13,1236,237706432.32999998
NY,2009-11,72,76,8994,490359803.61
OH,2009-11,30,32,4497,1797403544.0900002
OK,2009-11,20,20,2677,538676750.61
OR,2009-11,6,7,687,215237423.03
PA,2009-11,62,65,8149,1552558800.29
RI,2009-11,5,6,622,61358515.620000005
SC,2009-11,18,21,2505,510278777.15
SD,2009-11,4,4,443,38955061.9
TN,2009-11,8,8,1207,516996523.11
TX,2009-11,109,116,12821,2779850674.64
UT,2009-11,10,10,1193,513362595.36
VA,2009-11,31,32,3158,336653297.31
VT,2009-11,2,3,166,1486178.75
WA,2009-11,10,10,731,120580024.74000001
WI,2009-11,32,32,4096,635540526.1
WV,2009-11,16,17,2267,846345978.58
WY,2009-11,8,9,1081,674531059.65
AL,2009-12,19,19,2529,1048270014.84
AR,2009-12,12,12,1221,398870345.37000006
AZ,2009-12,23,23,2772,853334756.73
CA,2009-12,94,94,8607,721068528.21
CO,2009-12,27,27,3195,624327900.33
CT,2009-12,19,19,2262,114124208.49
DC,2009-12,1,0,105,0.0
DE,2009-12,7,7,906,81849090.27
FL,2009-12,64,64,7803,1697485436.28
GA,2009-12,24,24,3129,1278360876.72
IA,2009-12,26,26,3396,616895865.78
ID,2009-12,4,4,414,18826371.3
IL,2009-12,41,41,5523,1577451519.99
IN,2009-12,33,33,4833,1996080220.2
KS,2009-12,14,14,1998,574116299.46
KY,2009-12,23,23,3669,1499865771.78
LA,2009-12,28,28,3438,720304417.41
MA,2009-12,30,30,3801,355943347.74
MD,2009-12,13,13,1989,471596618.04
ME,2009-12,5,5,606,74308595.91
MI,2009-12,34,34,4422,959047734.27
MN,2009-12,28,28,2916,525369748.47
MO,2009-12,31,31,3864,1296672197.22
MS,2009-12,18,18,2112,319132342.44
MT,2009-12,5,5,588,275131707.71999997
NC,2009-12,27,27,3096,868523981.79
ND,2009-12,7,7,1092,431750983.55999994
NE,2009-12,13,13,1746,400758831.45000005
NH,2009-12,5,5,693,113298442.20000002
NJ,2009-12,34,34,4365,296041601.58
NM,2009-12,16,16,1749,489753338.7
NV,2009-12,13,13,1404,269731390.32
NY,2009-12,76,76,9507,621547526.01
OH,2009-12,32,32,4881,1890862865.1
OK,2009-12,20,20,2757,742816203.81
OR,2009-12,7,7,783,231177526.08
PA,2009-12,65,65,8577,1813576528.02
RI,2009-12,6,6,762,70727322.72
SC,2009-12,21,21,2787,628049799.06
SD,2009-12,4,4,447,52938556.59
TN,2009-12,8,8,1185,643433940.72
TX,2009-12,116,116,13656,3374859231.27
UT,2009-12,10,10,1203,552605107.29
VA,2009-12,32,32,3378,499142242.2
VT,2009-12,3,3,180,3364218.0
WA,2009-12,10,10,741,217662568.04999998
WI,2009-12,32,32,4074,758027356.8
WV,2009-12,17,17,2547,1267661106.06
WY,2009-12,9,9,1191,653777012.7
AL,2010-01,26,26,3161,1301795875.14
AR,2010-01,15,14,1578,463257093.18999994
AZ,2010-01,20,20,2591,788672083.6999999
CA,2010-01,87,89,7863,638826929.93
CO,2010-01,26,23,3125,622430359.27
CT,2010-01,17,19,2066,118711892.22
DC,2010-01,1,0,106,0.0
DE,2010-01,7,6,913,91510792.04
FL,2010-01,69,67,8415,2003240434.08
GA,2010-01,32,31,4130,1399378596.13
IA,2010-01,25,27,3355,628754383.23
ID,2010-01,1,4,103,12240116.24
IL,2010-01,41,43,5558,1611362710.72
IN,2010-01,36,35,5157,2092612347.05
KS,2010-01,15,16,2169,562589936.47
KY,2010-01,23,26,3680,1687942268.24
LA,2010-01,30,27,3780,762860963.17
MA,2010-01,27,29,3444,372932329.55
MD,2010-01,13,14,2002,451782020.66
ME,2010-01,5,6,611,67062888.69
MI,2010-01,36,35,4551,1014241663.4599999
MN,2010-01,24,23,2598,524256772.95
MO,2010-01,33,30,4215,1295423586.82
MS,2010-01,19,20,2338,446485922.76
MT,2010-01,5,6,593,278971508.23
NC,2010-01,31,30,3349,975753805.66
ND,2010-01,7,7,1099,441655712.47
NE,2010-01,13,12,1759,393752339.09000003
NH,2010-01,5,5,698,99467546.91
NJ,2010-01,32,37,4163,327301344.38
NM,2010-01,15,15,1650,405677499.38
NV,2010-01,12,12,1260,261624676.98
NY,2010-01,75,69,9342,642027697.72
OH,2010-01,35,35,5186,2051510602.91
OK,2010-01,20,22,2777,735386641.66
OR,2010-01,7,7,790,217492970.95
PA,2010-01,66,64,8823,1890157038.07
RI,2010-01,6,6,768,62699115.06
SC,2010-01,22,22,2896,695806313.8
SD,2010-01,4,4,451,55262231.32
TN,2010-01,10,10,1507,777879676.25
TX,2010-01,118,112,14194,3454113315.15
UT,2010-01,10,11,1213,545662907.87
VA,2010-01,34,32,3526,529763127.13
VT,2010-01,3,3,183,5715899.0
WA,2010-01,9,9,660,190993671.59
WI,2010-01,32,28,4316,718417687.54
WV,2010-01,17,17,2564,1454434016.1299999
WY,2010-01,9,10,1200,691819794.56
AL,2010-02,21,26,2769,1177402648.63
AR,2010-02,13,14,1403,404065808.32
AZ,2010-02,20,20,2398,645786702.4
CA,2010-02,85,89,7712,604228862.25
CO,2010-02,24,23,2922,575369323.29
CT,2010-02,17,19,2011,87404684.2
DC,2010-02,1,0,107,0.0
DE,2010-02,5,6,700,67328088.65
FL,2010-02,66,67,8175,1654565056.74
GA,2010-02,24,31,3069,1171848961.48
IA,2010-02,24,27,3222,545158419.38
ID,2010-02,2,4,205,17085581.88
IL,2010-02,38,43,5290,1474474636.34
IN,2010-02,34,35,4997,1798483716.74
KS,2010-02,13,16,1892,510304520.27
KY,2010-02,21,26,3516,1563655361.54
LA,2010-02,24,27,3018,626530986.1
MA,2010-02,25,29,3188,330872848.33
MD,2010-02,13,14,2015,406357572.54
ME,2010-02,5,6,616,59187232.17
MI,2010-02,33,35,4404,893039889.6500001
MN,2010-02,21,23,2397,474203014.66999996
MO,2010-02,29,30,3946,1117720523.19
MS,2010-02,20,20,2464,359725162.54
MT,2010-02,4,6,521,247270467.72000003
NC,2010-02,29,30,3193,859999356.86
ND,2010-02,7,7,1106,401115206.72
NE,2010-02,12,12,1644,339416732.41
NH,2010-02,5,5,703,85116906.22999999
NJ,2010-02,33,37,4233,278988815.26
NM,2010-02,14,15,1645,309894155.04
NV,2010-02,11,12,1195,238909342.78
NY,2010-02,69,69,8595,604749729.24
OH,2010-02,33,35,4899,1838666677.92
OK,2010-02,20,22,2797,672774087.99
OR,2010-02,7,7,797,208654577.16
PA,2010-02,62,64,8341,1803184924.76
RI,2010-02,6,6,774,52482605.72
SC,2010-02,19,22,2717,601617849.34
SD,2010-02,4,4,455,51138782.99
TN,2010-02,9,10,1389,727989826.12
TX,2010-02,116,112,14131,3108823489.51
UT,2010-02,10,11,1223,471998798.76
VA,2010-02,32,32,3334,491338751.94
VT,2010-02,2,3,172,4434033.0
WA,2010-02,10,9,761,166704332.68
WI,2010-02,31,28,4121,629615134.48
WV,2010-02,17,17,2581,1288929715.54
WY,2010-02,9,10,1209,642655403.24
AL,2010-03,24,26,2961,1194052275.8400002
AR,2010-03,9,14,1032,357588785.91
AZ,2010-03,21,20,2460,724529722.89
CA,2010-03,87,89,8448,653286477.75
CO,2010-03,24,23,2949,569706533.64
CT,2010-03,18,19,2187,60123112.02
DC,2010-03,2,0,267,412894.38
DE,2010-03,7,6,1005,29055143.459999997
FL,2010-03,65,67,8148,1607794867.77
GA,2010-03,26,31,3486,1197260049.27
IA,2010-03,25,27,3291,577248251.25
ID,2010-03,3,4,267,18574620.869999997
IL,2010-03,39,43,5397,1436565741.48
IN,2010-03,36,35,5277,1625262458.73
KS,2010-03,14,16,2064,488757686.91
KY,2010-03,21,26,3537,1457264991.21
