state,date,monthly_renew_pct,monthly_fossil_pct,monthly_coal_pct,yearly_renew_pct,yearly_fossil_pct,yearly_coal_pct
AL,1990-01,,,,0.13014726171865354,0.6882040183406011,0.673655719929057
AL,1990-02,,,,0.13014726171865354,0.6882040183406011,0.673655719929057
AL,1990-03,,,,0.13014726171865354,0.6882040183406011,0.673655719929057
AL,1990-04,,,,0.13014726171865354,0.6882040183406011,0.673655719929057
AL,1990-05,,,,0.13014726171865354,0.6882040183406011,0.673655719929057
AL,1990-06,,,,0.13014726171865354,0.6882040183406011,0.673655719929057
AL,1990-07,,,,0.13014726171865354,0.6882040183406011,0.673655719929057
AL,1990-08,,,,0.13014726171865354,0.6882040183406011,0.673655719929057
AL,1990-09,,,,0.13014726171865354,0.6882040183406011,0.673655719929057
AL,1990-10,,,,0.13014726171865354,0.6882040183406011,0.673655719929057
AL,1990-11,,,,0.13014726171865354,0.6882040183406011,0.673655719929057
AL,1990-12,0.13014726171865354,0.6882040183406011,0.6736557199290569,0.13014726171865354,0.6882040183406011,0.673655719929057
AL,1991-01,0.12932068717972608,0.6866597708718675,0.6720092611085491,0.12116379663186157,0.6714206641875241,0.6557615015200715
AL,1991-02,0.12850961488898746,0.6851444854705553,0.6703936813099152,0.12116379663186157,0.6714206641875241,0.6557615015200715
AL,1991-03,0.12771361278547602,0.683657354938989,0.6688081199083145,0.12116379663186157,0.6714206641875241,0.6557615015200715
AL,1991-04,0.126932264716319,0.6821976017997727,0.6672517479663238,0.12116379663186157,0.6714206641875241,0.6557615015200715
AL,1991-05,0.12616516971125907,0.6807644769404235,0.6657237667888641,0.12116379663186157,0.6714206641875241,0.6557615015200715
AL,1991-06,0.12541194129652297,0.679357258331508,0.6642234065564903,0.12116379663186157,0.6714206641875241,0.6557615015200715
AL,1991-07,0.12467220684556624,0.6779752498136709,0.6627499250321359,0.12116379663186157,0.6714206641875241,0.6557615015200715
AL,1991-08,0.12394560696440204,0.6766177799492762,0.6613026063367463,0.12116379663186157,0.6714206641875241,0.6557615015200715
AL,1991-09,0.1232317949093836,0.6752842009346792,0.6598807597895551,0.12116379663186157,0.6714206641875241,0.6557615015200715
AL,1991-10,0.1225304360354591,0.6739738875694294,0.6584837188090612,0.12116379663186157,0.6714206641875241,0.6557615015200715
AL,1991-11,0.12184120727305371,0.6726862362789553,0.6571108398710254,0.12116379663186157,0.6714206641875241,0.6557615015200715
AL,1991-12,0.12116379663186157,0.6714206641875241,0.6557615015200715,0.12116379663186157,0.6714206641875241,0.6557615015200715
AL,1992-01,0.11997062892312636,0.6703097647161467,0.6545576466531663,0.10773439670794663,0.6589172137780182,0.6422118149674915
AL,1992-02,0.1187917300991828,0.6692121502980404,0.6533681884769157,0.10773439670794663,0.6589172137780182,0.6422118149674915
AL,1992-03,0.11762684572275481,0.6681275840392356,0.6521928702750583,0.10773439670794663,0.6589172137780182,0.6422118149674915
AL,1992-04,0.11647572737019256,0.6670558346447518,0.6510314413988236,0.10773439670794663,0.6589172137780182,0.6422118149674915
AL,1992-05,0.11533813245485089,0.665996676254156,0.6498836570887265,0.10773439670794663,0.6589172137780182,0.6422118149674915
AL,1992-06,0.11421382405665648,0.6649498882828796,0.6487492783026096,0.10773439670794663,0.6589172137780182,0.6422118149674915
AL,1992-07,0.11310257075761185,0.6639152552690649,0.6476280715496734,0.10773439670794663,0.6589172137780182,0.6422118149674915
AL,1992-08,0.11200414648299656,0.6628925667257152,0.6465198087302545,0.10773439670794663,0.6589172137780182,0.6422118149674915
AL,1992-09,0.1109183303480368,0.6618816169979366,0.6454242669811225,0.10773439670794663,0.6589172137780182,0.6422118149674915
AL,1992-10,0.10984490650982463,0.6608822051250676,0.6443412285260728,0.10773439670794663,0.6589172137780182,0.6422118149674915
AL,1992-11,0.10878366402427858,0.6598941347075014,0.6432704805316055,0.10773439670794663,0.6589172137780182,0.6422118149674915
AL,1992-12,0.10773439670794663,0.6589172137780183,0.6422118149674915,0.10773439670794663,0.6589172137780182,0.6422118149674915
AL,1993-01,0.1062802345363086,0.661825349529326,0.6452991636687405,0.09094506944824464,0.6924936908702172,0.6778574318877129
AL,1993-02,0.10483643850458901,0.6647127543451936,0.6483645038971807,0.09094506944824464,0.6924936908702172,0.6778574318877129
AL,1993-03,0.1034028981623745,0.6675796491121232,0.6514080701513755,0.09094506944824464,0.6924936908702172,0.6778574318877129
AL,1993-04,0.1019795046228192,0.6704262515896849,0.6544300936102598,0.09094506944824464,0.6924936908702172,0.6778574318877129
AL,1993-05,0.10056615053507438,0.673252776465654,0.6574308021916754,0.09094506944824464,0.6924936908702172,0.6778574318877129
AL,1993-06,0.09916273005729959,0.676059435409984,0.6604104206096705,0.09094506944824464,0.6924936908702172,0.6778574318877129
AL,1993-07,0.09776913883024062,0.6788464371276492,0.6633691704305972,0.09094506944824464,0.6924936908702172,0.6778574318877129
AL,1993-08,0.09638527395136093,0.6816139874103775,0.6663072701280338,0.09094506944824464,0.6924936908702172,0.6778574318877129
AL,1993-09,0.0950110339495126,0.6843622891873042,0.6692249351365601,0.09094506944824464,0.6924936908702172,0.6778574318877129
